"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"1";2.0420529350916;0.000108546056832317;0.00108988525594441;0.00763842853065749;0.000932837103321169;0.00144012483868361;0.00990815636990591;0.000596578605594296;-3.87803710299798e-07
"2";2.04205322053533;0.000109136566432973;0.00116688192861467;0.00762616500447633;0.000904759943189064;0.0014360617783089;0.00995837184973746;0.000550803575603906;-4.12554972728175e-07
"3";2.04205312975742;0.000108942099999936;0.00108709426056711;0.00765262574995397;0.000919341417145336;0.00143650922598343;0.00992981939632104;0.000585429753598866;-4.0451899361693e-07
"4";2.04205306250454;0.000108805121572367;0.00108512887170464;0.00764879846924483;0.000924315078822035;0.00143767252645973;0.00992175125606484;0.000590447207064301;-3.98701534371107e-07
"5";2.04205320716769;0.00010909991199252;0.00110018569815054;0.0076524537906401;0.00091141154110671;0.00143504941663459;0.00994193130844779;0.000574668805775646;-4.11647469250771e-07
"6";2.04205314790022;0.000108979836866536;0.00108831259311732;0.00765361443100915;0.000918360140418922;0.00143641164677864;0.00993189565141064;0.000583927207080171;-4.06157926399337e-07
"7";2.04205389519365;0.0001105943302566;0.00133315079108742;0.00764162263637776;0.000920899118085523;0.00145367491129817;0.0100263012435956;0.000514534522296636;-4.3945373723666e-07
"8";2.04205306975814;0.000108822591246092;0.00108609190487785;0.00764981823642478;0.00092550630371509;0.00143836962115036;0.00992176920041002;0.000590252246810705;-3.99517637849492e-07
"9";2.04205316150571;0.000109006904663276;0.00108992441714155;0.00765367890097626;0.000916702500213106;0.00143598142603178;0.00993406822920203;0.000582226982470565;-4.07334532080654e-07
"10";2.04205322050072;0.000109129948232798;0.00109945667362316;0.00765454147360809;0.000912386297990294;0.0014356120802141;0.00994226971833082;0.000574709369284288;-4.1294740715984e-07
"11";2.04205324236695;0.000109175714192389;0.00111712996679727;0.0076486620717791;0.000907520742632846;0.00143514938047184;0.00994922986798017;0.000565115766855909;-4.15806478610543e-07
"12";2.04205325166801;0.00010920857305283;0.00109294812352508;0.00766452456148897;0.000921946628936145;0.00143971464351548;0.00993829991645981;0.000579484388718453;-4.1655634636141e-07
"13";2.04205335899541;0.000109434486070284;0.00113246412998335;0.0076563973637303;0.00090886158813063;0.00143849751967103;0.00995935322207469;0.00055443485697829;-4.28760238672064e-07
"14";2.04205339062902;0.000109502110561679;0.00112006379829349;0.0076651919556231;0.000911967800418059;0.00143930054982565;0.00995814095308164;0.000559395440122793;-4.30972417621819e-07
"15";2.04205350335727;0.000109760421357839;0.00118645260072842;0.00765232152121168;0.000913094473080726;0.00144404212123219;0.00997798887554889;0.000536791072085606;-4.41853717764272e-07
"16";2.04205369223356;0.000110168141524396;0.00117997133357411;0.00767780600173943;0.000918710803693845;0.00144867504581032;0.00998701829266021;0.000531909640890063;-4.66348721097783e-07
"17";2.04205314226727;0.000108974304414436;0.00108781073917984;0.00765539077492812;0.000922836737886376;0.00143828103624762;0.00992891224854541;0.00058590562588203;-4.06063918413438e-07
"18";2.04205310213994;0.00010889391050812;0.00108804944772263;0.00765311674463149;0.0009267403935739;0.00143948144144116;0.00992377982597183;0.00058881469820138;-4.02730390774047e-07
"19";2.04205311586443;0.000108914102469767;0.00108632240708004;0.00765208090017468;0.000920631487710011;0.00143683789393437;0.00992795358590814;0.000586694233316321;-4.03325944065747e-07
"20";2.04205410070974;0.000111015058673474;0.00142499447855926;0.00762969930334179;0.000921421695104586;0.00145702977058587;0.0100537281638225;0.000507006662296714;-4.16827590033176e-07
"21";2.04205419105973;0.000111212296994423;0.00142755118818569;0.00763994439419948;0.000925049192542025;0.00145946442414585;0.0100587071542786;0.000503881683617164;-4.277468783508e-07
"22";2.0420532639242;0.000109232243131574;0.00118784888240497;0.00762294493997809;0.000905749991585175;0.00143755791024384;0.00996492650411756;0.000546219593916297;-4.13408206184686e-07
"23";2.04205372435104;0.000110212230377935;0.00134342384972294;0.00761646191438991;0.000913346228095519;0.00144859350011682;0.0100192649433121;0.000521270072090334;-4.11576399978762e-07
"24";2.04205440250379;0.000111645615648848;0.00150983647244985;0.00763232122335314;0.000925680696119905;0.00146276171901461;0.0100841957384262;0.000497371297514818;-4.03015721257767e-07
"25";2.04205440844804;0.000111662148474592;0.00150063285443536;0.00763693681355843;0.000927033738772018;0.00146324308071703;0.0100827878726733;0.000497049597998127;-4.10138709392453e-07
"26";2.04205303858407;0.000108759543258961;0.00108689104712179;0.00764755201238474;0.000927914474057543;0.00143908173207725;0.0099182154258285;0.000592015479451307;-3.96882778770176e-07
"27";2.04205354115445;0.000109838688437742;0.00124342711634755;0.00763420878250171;0.000913035931844661;0.00144527161910602;0.00999085339992812;0.000530329570371482;-4.30778195255639e-07
"28";2.04205352827078;0.000109805917891178;0.00126077060706134;0.00762572506367234;0.000911754417485662;0.00144473190643884;0.00999340691655084;0.000530145712202277;-4.22860025732606e-07
"29";2.04205365857472;0.000110092161989097;0.00126746097472849;0.00763891881443147;0.000916058643228647;0.00144827154287052;0.0100016737505101;0.000524756183627488;-4.37014601892425e-07
"30";2.04205376913219;0.00011031805153394;0.00133004888343909;0.00762733938801819;0.000916231470987142;0.00145025705149773;0.0100191653431087;0.00051919075397621;-4.2394906648274e-07
"31";2.0420540762237;0.00011097458694675;0.00138567647741418;0.00764277186620313;0.000924021653835255;0.00145742278110895;0.0100452412080357;0.000507834850332134;-4.36523807752768e-07
"32";2.04205302160073;0.000108722301795774;0.00108587040736868;0.00764586647187628;0.00092736326319565;0.00143853994817845;0.00991710775411069;0.000592795976578806;-3.9522881240358e-07
"33";2.04205310827694;0.000108901691357118;0.00108645158005748;0.00765250433914149;0.000923168013555163;0.00143787333263219;0.00992599617603295;0.00058782103921594;-4.02875557882727e-07
"34";2.04205298551641;0.000108650804013121;0.00108862881767667;0.00764307099489399;0.00093097470472634;0.00143986500654164;0.00991279050516541;0.000594499980623784;-3.9228947524179e-07
